,name,sex,count,syllables,consonants,ratio
49920,Lakyah,F,56,2,4,2
49921,Lanashia,F,11,3,4,1.333333333
49922,Lanaysha,F,33,3,5,1.666666667
49923,Lanijah,F,124,3,4,1.333333333
49924,Lanyah,F,411,2,4,2
49925,Lashya,F,65,2,4,2
49926,Lasya,F,301,2,3,1.5
49927,Lataivia,F,5,3,3,1
49928,Latavea,F,5,3,3,1
49929,Latrinity,F,35,4,6,1.5
49930,Laylani,F,1269,3,4,1.333333333
49931,Layza,F,78,2,3,1.5
49932,Leelah,F,324,2,3,1.5
49933,Leelee,F,25,2,2,1
49934,Leiasia,F,12,2,2,1
49935,Lemya,F,62,2,3,1.5
49936,Lennix,F,189,2,4,2
49937,Leoni,F,171,3,2,0.666666667
49938,Leslyann,F,16,2,6,3
49939,Lessli,F,24,2,4,2
49940,Letzy,F,107,2,4,2
49941,Lexani,F,359,3,3,1
49942,Lexcee,F,5,2,3,1.5
49943,Lexxy,F,27,2,4,2
49944,Leylah,F,649,2,4,2
49945,Lianny,F,212,2,4,2
49946,Lidija,F,7,3,3,1
49947,Lilijana,F,54,4,4,1
49948,Lillyth,F,98,2,6,3
49949,Lilyrose,F,355,4,5,1.25
49950,Linah,F,75,2,3,1.5
49951,Linett,F,37,2,4,2
49952,Lisbed,F,24,2,4,2
49953,Litsi,F,6,2,3,1.5
49954,Litsy,F,92,2,4,2
49955,Litzzy,F,43,2,5,2.5
49956,Livian,F,163,2,3,1.5
49957,Lizveth,F,37,2,5,2.5
49958,Llamile,F,6,3,4,1.333333333
49959,Llecenia,F,5,3,4,1.333333333
49960,Lochlyn,F,203,2,6,3
49961,Lonyea,F,5,2,3,1.5
49962,Lovelee,F,79,3,3,1
49963,Lujane,F,60,3,3,1
49964,Lyria,F,35,2,3,1.5
49965,Lytzy,F,50,2,5,2.5
49966,Maaliyah,F,256,2,4,2
49967,Macara,F,5,3,3,1
49968,Machiah,F,11,2,4,2
49969,Mackenley,F,5,3,6,2
49970,Maclayne,F,17,3,5,1.666666667
49971,Madajah,F,19,3,4,1.333333333
49972,Madasen,F,19,3,4,1.333333333
49973,Madaya,F,15,2,3,1.5
49974,Maddysen,F,51,3,6,2
49975,Madi,F,263,2,2,1
49976,Madilin,F,36,3,4,1.333333333
49977,Madissyn,F,37,3,6,2
49978,Madolynn,F,39,3,6,2
49979,Madylyn,F,106,3,6,2
49980,Madyn,F,226,2,4,2
49981,Madysin,F,270,3,5,1.666666667
49982,Madysun,F,87,3,5,1.666666667
49983,Maelea,F,58,2,2,1
49984,Maeleigh,F,520,2,4,2
49985,Maeli,F,343,2,2,1
49986,Maelina,F,14,3,3,1
49987,Mahali,F,10,3,3,1
49988,Mahathi,F,260,3,4,1.333333333
49989,Mahika,F,383,3,3,1
49990,Mahiya,F,113,2,3,1.5
49991,Maiana,F,73,2,2,1
49992,Maijah,F,6,2,3,1.5
49993,Mairely,F,89,3,4,1.333333333
49994,Maitri,F,102,2,3,1.5
49995,Makailey,F,70,3,4,1.333333333
49996,Makaylen,F,107,3,5,1.666666667
49997,Makhaila,F,26,3,4,1.333333333
49998,Makynzee,F,164,3,5,1.666666667
49999,Malaena,F,5,3,3,1
50000,Malayzia,F,75,3,4,1.333333333
50001,Maleigh,F,197,2,4,2
50002,Maleyna,F,40,3,4,1.333333333
50003,Manaia,F,193,2,2,1
50004,Mane,F,68,1,2,2
50005,Manhattan,F,71,3,6,2
50006,Manijah,F,14,3,4,1.333333333
50007,Mannat,F,373,2,4,2
50008,Maraia,F,12,2,2,1
50009,Mariali,F,25,3,3,1
50010,Marialy,F,94,3,4,1.333333333
50011,Mariangel,F,365,3,5,1.666666667
50012,Mariapaula,F,117,4,4,1
50013,Mariarosa,F,11,4,4,1
50014,Maricelys,F,5,4,6,1.5
50015,Mariell,F,73,2,4,2
50016,Marielly,F,45,3,5,1.666666667
50017,Marijayne,F,62,4,5,1.25
50018,Marileysis,F,8,4,6,1.5
50019,Marisleysi,F,5,4,6,1.5
50020,Marisleysis,F,44,4,7,1.75
50021,Mariyanna,F,62,3,5,1.666666667
50022,Markyla,F,48,3,5,1.666666667
50023,Marryn,F,6,2,5,2.5
50024,Masina,F,33,3,3,1
50025,Mateah,F,22,2,3,1.5
50026,Matigan,F,44,3,4,1.333333333
50027,Mattigan,F,26,3,5,1.666666667
50028,Mattilynn,F,234,3,7,2.333333333
50029,Mattisyn,F,184,3,6,2
50030,Maycen,F,47,2,4,2
50031,Maylina,F,10,3,4,1.333333333
50032,Mazee,F,27,2,2,1
50033,Mcallister,F,11,4,7,1.75
50034,Mckenlee,F,191,2,5,2.5
50035,Mckenzye,F,163,2,6,3
50036,Mehr,F,179,1,3,3
50037,Mekiyah,F,66,2,4,2
50038,Menal,F,5,2,3,1.5
50039,Merab,F,30,2,3,1.5
50040,Meraris,F,6,3,4,1.333333333
50041,Miabella,F,1490,3,4,1.333333333
50042,Miakayla,F,5,3,4,1.333333333
50043,Mialynn,F,138,2,5,2.5
50044,Micaya,F,22,2,3,1.5
50045,Michaelee,F,5,3,4,1.333333333
50046,Midajah,F,59,3,4,1.333333333
50047,Mikaili,F,90,3,3,1
50048,Mikayah,F,141,2,4,2
50049,Mikaylla,F,5,3,5,1.666666667
50050,Mikira,F,30,3,3,1
50051,Mikyah,F,229,2,4,2
50052,Mikyia,F,20,2,3,1.5
50053,Milania,F,2648,3,3,1
50054,Mileidy,F,192,3,4,1.333333333
50055,Milenna,F,34,3,4,1.333333333
50056,Mileny,F,24,3,4,1.333333333
50057,Mileydi,F,122,3,4,1.333333333
50058,Milina,F,77,3,3,1
50059,Millenium,F,7,3,5,1.666666667
50060,Millenna,F,5,3,5,1.666666667
50061,Millinia,F,5,3,4,1.333333333
50062,Minaya,F,28,2,3,1.5
50063,Minnah,F,203,2,4,2
50064,Mircale,F,54,3,4,1.333333333
50065,Mirical,F,15,3,4,1.333333333
50066,Mirium,F,7,2,3,1.5
50067,Mirlinda,F,5,3,5,1.666666667
50068,Mirren,F,80,2,4,2
50069,Miryan,F,17,2,4,2
50070,Mkaila,F,5,2,3,1.5
50071,Mocha,F,5,2,3,1.5
50072,Modesti,F,6,3,4,1.333333333
50073,Moeko,F,6,2,2,1
50074,Momo,F,72,2,2,1
50075,Monce,F,10,2,3,1.5
50076,Moncerath,F,17,3,6,2
50077,Moncerrad,F,5,3,6,2
50078,Monse,F,36,2,3,1.5
50079,Monseratt,F,99,3,6,2
50080,Monserratt,F,172,3,7,2.333333333
50081,Montse,F,7,2,4,2
50082,Montserrad,F,5,3,7,2.333333333
50083,Montzerrat,F,124,3,7,2.333333333
50084,Monzerat,F,63,3,5,1.666666667
50085,Monzerrath,F,140,3,7,2.333333333
50086,Morsal,F,6,2,4,2
50087,Myanni,F,10,2,4,2
50088,Myjah,F,11,2,4,2
50089,Mykailah,F,22,3,5,1.666666667
50090,Mykalla,F,5,3,5,1.666666667
50091,Mykerria,F,5,3,5,1.666666667
50092,Mykeya,F,6,2,4,2
50093,Mykyah,F,5,2,5,2.5
50094,Myleen,F,147,2,4,2
50095,Mylicia,F,5,3,4,1.333333333
50096,Myrakle,F,132,3,5,1.666666667
50097,Myrical,F,231,3,5,1.666666667
50098,Myrikal,F,128,3,5,1.666666667
50099,Mythili,F,55,3,5,1.666666667
50100,Naailah,F,22,2,3,1.5
50101,Naairah,F,26,2,3,1.5
50102,Naava,F,165,2,2,1
50103,Nadyah,F,60,2,4,2
50104,Nahje,F,5,2,3,1.5
50105,Naiyah,F,298,1,3,3
50106,Najaya,F,21,2,3,1.5
50107,Najilah,F,5,3,4,1.333333333
50108,Najya,F,16,2,3,1.5
50109,Nakasia,F,7,3,3,1
50110,Nakaylah,F,55,3,5,1.666666667
50111,Nameera,F,30,3,3,1
50112,Namya,F,261,2,3,1.5
50113,Narai,F,15,2,2,1
50114,Nashya,F,119,2,4,2
50115,Nashyra,F,17,3,5,1.666666667
50116,Nasra,F,251,2,3,1.5
50117,Nastasja,F,10,3,5,1.666666667
50118,Nataiya,F,31,2,3,1.5
50119,Natalieann,F,11,3,5,1.666666667
50120,Natalyah,F,195,3,5,1.666666667
50121,Nathally,F,52,3,6,2
50122,Natya,F,45,2,3,1.5
50123,Nayaly,F,6,2,4,2
50124,Nayanna,F,109,2,4,2
50125,Naydia,F,12,2,3,1.5
50126,Nayellie,F,103,2,4,2
50127,Nayha,F,12,2,3,1.5
50128,Naziah,F,261,2,3,1.5
50129,Nazira,F,56,3,3,1
50130,Nekiyah,F,20,2,4,2
50131,Nelcy,F,11,2,4,2
50132,Neneh,F,29,2,3,1.5
50133,Nermin,F,12,2,4,2
50134,Nethra,F,273,2,4,2
50135,Neydi,F,42,2,3,1.5
50136,Neylan,F,61,2,4,2
50137,Niaisha,F,10,2,3,1.5
50138,Nikai,F,5,2,2,1
50139,Nikolett,F,10,3,5,1.666666667
50140,Nimo,F,139,2,2,1
50141,Ninasimone,F,11,5,5,1
50142,Nishay,F,10,2,4,2
50143,Nishitha,F,22,3,5,1.666666667
50144,Nishka,F,440,2,4,2
50145,Nittaya,F,11,2,4,2
50146,Niyonna,F,101,2,4,2
50147,Noriah,F,279,2,3,1.5
50148,Nouci,F,6,2,2,1
50149,Nouran,F,17,2,3,1.5
50150,Nusaibah,F,47,3,4,1.333333333
50151,Nyaira,F,196,2,3,1.5
50152,Nyamal,F,28,2,4,2
50153,Nyani,F,12,2,3,1.5
50154,Nyasiah,F,168,2,4,2
50155,Nyeasia,F,5,2,3,1.5
50156,Nyell,F,10,1,4,4
50157,Nyha,F,32,2,3,1.5
50158,Nykeah,F,6,2,4,2
50159,Nylea,F,45,2,3,1.5
50160,Nyome,F,15,2,3,1.5
50161,Nytasia,F,22,3,4,1.333333333
50162,Nyzeria,F,17,3,4,1.333333333
50163,Odett,F,11,2,3,1.5
50164,Oluwadara,F,81,5,4,0.8
50165,Oluwatobiloba,F,36,7,6,0.857142857
50166,Onnah,F,15,2,3,1.5
50167,Orianne,F,5,3,3,1
50168,Osanna,F,5,3,3,1
50169,Oshen,F,5,2,3,1.5
50170,Paizlee,F,764,2,3,1.5
50171,Parinita,F,11,4,4,1
50172,Parneet,F,155,2,4,2
50173,Peytyn,F,237,2,5,2.5
50174,Philicity,F,6,4,6,1.5
50175,Phiona,F,99,2,3,1.5
50176,Pranavi,F,408,3,4,1.333333333
50177,Prarthana,F,62,3,6,2
50178,Pratyusha,F,5,3,6,2
50179,Prayer,F,42,1,4,4
50180,Precius,F,5,2,4,2
50181,Prissila,F,17,3,5,1.666666667
50182,Pritika,F,58,3,4,1.333333333
50183,Qi,F,5,1,1,1
50184,Quaniya,F,102,2,3,1.5
50185,Quantaya,F,21,2,4,2
50186,Quashia,F,7,2,3,1.5
50187,Quinnlyn,F,262,2,6,3
50188,Quintaya,F,7,2,4,2
50189,Rabekka,F,5,3,4,1.333333333
50190,Raegyn,F,276,2,4,2
50191,Raelen,F,39,2,3,1.5
50192,Raeley,F,231,2,3,1.5
50193,Raenah,F,69,2,3,1.5
50194,Raeya,F,354,1,2,2
50195,Raionna,F,60,2,3,1.5
50196,Rakya,F,36,2,3,1.5
50197,Ramiya,F,345,2,3,1.5
50198,Ranaa,F,5,2,2,1
50199,Ranasia,F,41,3,3,1
50200,Raniah,F,339,2,3,1.5
50201,Rashmika,F,18,3,5,1.666666667
50202,Rayaan,F,130,1,3,3
50203,Rayannah,F,30,2,5,2.5
50204,Raylie,F,297,2,3,1.5
50205,Raynna,F,37,2,4,2
50206,Reaganne,F,10,3,4,1.333333333
50207,Regann,F,38,2,4,2
50208,Rehgan,F,10,2,4,2
50209,Reniah,F,87,2,3,1.5
50210,Reshmi,F,5,2,4,2
50211,Rhayne,F,79,2,4,2
50212,Rheya,F,294,1,3,3
50213,Rhyen,F,128,1,4,4
50214,Rhythm,F,249,2,6,3
50215,Riece,F,10,2,2,1
50216,Rihanna,F,5698,3,4,1.333333333
50217,Rikishi,F,6,3,4,1.333333333
50218,Rilley,F,62,2,4,2
50219,Rini,F,68,2,2,1
50220,Rinoa,F,375,2,2,1
50221,Riti,F,90,2,2,1
50222,Riyana,F,242,2,3,1.5
50223,Roaa,F,48,1,1,1
50224,Romani,F,50,3,3,1
50225,Roniah,F,21,2,3,1.5
50226,Roniya,F,198,2,3,1.5
50227,Rosselyn,F,266,3,6,2
50228,Rubith,F,24,2,4,2
50229,Rudra,F,11,2,3,1.5
50230,Rumaisa,F,175,3,3,1
50231,Runa,F,201,2,2,1
50232,Ruweyda,F,123,3,4,1.333333333
50233,Ryliegh,F,285,2,5,2.5
50234,Ryllie,F,71,2,4,2
50235,Saamia,F,12,2,2,1
50236,Sabirah,F,54,3,4,1.333333333
50237,Sabrielle,F,5,3,5,1.666666667
50238,Saffa,F,5,2,3,1.5
50239,Safi,F,23,2,2,1
50240,Safina,F,201,3,3,1
50241,Sagarika,F,17,4,4,1
50242,Sahej,F,64,2,3,1.5
50243,Sahithi,F,219,3,4,1.333333333
50244,Sahory,F,62,3,4,1.333333333
50245,Saije,F,48,2,2,1
50246,Sajah,F,17,2,3,1.5
50247,Samaah,F,5,2,3,1.5
50248,Samhitha,F,211,3,5,1.666666667
50249,Samyuktha,F,190,3,6,2
50250,Sani,F,321,2,2,1
50251,Saraina,F,5,3,3,1
50252,Saraphina,F,122,4,5,1.25
50253,Sarayu,F,502,2,3,1.5
50254,Sarely,F,62,3,4,1.333333333
50255,Saryah,F,452,2,4,2
50256,Sava,F,5,2,2,1
50257,Sayana,F,100,2,3,1.5
50258,Saylah,F,138,2,4,2
50259,Sekai,F,63,2,2,1
50260,Semhal,F,10,2,4,2
50261,Seona,F,61,2,2,1
50262,Serenitee,F,310,4,4,1
50263,Serin,F,78,2,3,1.5
50264,Seyla,F,56,2,3,1.5
50265,Shadajah,F,7,3,5,1.666666667
50266,Shadin,F,10,2,4,2
50267,Shakaiya,F,5,2,4,2
50268,Shamarria,F,23,3,5,1.666666667
50269,Shamma,F,5,2,4,2
50270,Shamyiah,F,53,2,5,2.5
50271,Shanija,F,38,3,4,1.333333333
50272,Shanteya,F,5,2,5,2.5
50273,Shanza,F,25,2,4,2
50274,Shanzay,F,184,2,5,2.5
50275,Sharidan,F,11,3,5,1.666666667
50276,Shariya,F,329,2,4,2
50277,Sharlize,F,99,3,5,1.666666667
50278,Shaunia,F,7,2,3,1.5
50279,Shelcy,F,19,2,5,2.5
50280,Sheradyn,F,18,3,6,2
50281,Sheridon,F,6,3,5,1.666666667
50282,Shikeria,F,5,3,4,1.333333333
50283,Shimya,F,19,2,4,2
50284,Shiyanne,F,19,2,5,2.5
50285,Sinahi,F,88,3,3,1
50286,Sinay,F,55,2,3,1.5
50287,Sincerity,F,84,4,6,1.5
50288,Siniya,F,111,2,3,1.5
50289,Sisi,F,25,2,2,1
50290,Sissi,F,74,2,3,1.5
50291,Siya,F,1693,1,2,2
50292,Skyanna,F,54,2,5,2.5
50293,Skyela,F,32,2,4,2
50294,Skylair,F,10,2,5,2.5
50295,Skylarr,F,83,2,6,3
50296,Skylla,F,33,2,5,2.5
50297,Snigdha,F,222,2,5,2.5
50298,Soda,F,5,2,2,1
50299,Solae,F,112,2,2,1
50300,Solara,F,465,3,3,1
50301,Solene,F,124,3,3,1
50302,Soley,F,130,2,3,1.5
50303,Soli,F,54,2,2,1
50304,Sonique,F,24,3,3,1
50305,Soobin,F,5,2,3,1.5
50306,Soomin,F,5,2,3,1.5
50307,Sophiarose,F,141,4,5,1.25
50308,Sorayda,F,12,3,4,1.333333333
50309,Sorin,F,5,2,3,1.5
50310,Sosie,F,102,2,2,1
50311,Soul,F,62,1,2,2
50312,Srija,F,142,2,3,1.5
50313,Starrlynn,F,10,2,8,4
50314,Stela,F,138,2,3,1.5
50315,Suany,F,37,2,3,1.5
50316,Suchi,F,15,2,3,1.5
50317,Suhailah,F,104,3,4,1.333333333
50318,Sujeily,F,36,3,4,1.333333333
50319,Sumeya,F,222,2,3,1.5
50320,Sumin,F,16,2,3,1.5
50321,Syana,F,60,2,3,1.5
50322,Syasia,F,47,2,3,1.5
50323,Syleste,F,12,3,5,1.666666667
50324,Syniah,F,507,2,4,2
50325,Tadajah,F,5,3,4,1.333333333
50326,Taelee,F,10,2,2,1
50327,Taetum,F,116,2,3,1.5
50328,Tahleah,F,17,2,4,2
50329,Tahniya,F,35,2,4,2
50330,Taiba,F,37,2,2,1
50331,Taigan,F,56,2,3,1.5
50332,Tailey,F,62,2,3,1.5
50333,Taishima,F,8,3,4,1.333333333
50334,Tajahne,F,5,3,4,1.333333333
50335,Tajhanae,F,5,3,4,1.333333333
50336,Takaia,F,11,2,2,1
50337,Takaiya,F,57,2,3,1.5
50338,Takaria,F,24,3,3,1
50339,Takirra,F,7,3,4,1.333333333
50340,Takyah,F,103,2,4,2
50341,Talayla,F,74,3,4,1.333333333
50342,Taleeyah,F,69,2,4,2
50343,Talie,F,11,2,2,1
50344,Talulah,F,279,3,4,1.333333333
50345,Talyiah,F,60,2,4,2
50346,Tameira,F,5,3,3,1
50347,Tamiracle,F,25,4,5,1.25
50348,Tanaisa,F,26,3,3,1
50349,Tanayjah,F,10,3,5,1.666666667
50350,Taneice,F,6,3,3,1
50351,Taniaya,F,72,2,3,1.5
50352,Tanyla,F,292,3,4,1.333333333
50353,Tariyah,F,532,2,4,2
50354,Tashfia,F,5,2,4,2
50355,Tasiah,F,19,2,3,1.5
50356,Tavyn,F,12,2,4,2
50357,Taymar,F,32,2,4,2
50358,Tays,F,11,1,3,3
50359,Tayva,F,76,2,3,1.5
50360,Tayyaba,F,5,2,4,2
50361,Teaghen,F,24,2,4,2
50362,Tekiyah,F,27,2,4,2
50363,Teniah,F,34,2,3,1.5
50364,Teniyah,F,179,2,4,2
50365,Teranique,F,6,4,4,1
50366,Thailand,F,10,2,5,2.5
50367,Thienan,F,29,2,4,2
50368,Tiahja,F,7,2,3,1.5
50369,Tijae,F,6,2,2,1
50370,Tijay,F,5,2,3,1.5
50371,Timmiah,F,5,2,4,2
50372,Timmya,F,67,2,4,2
50373,Timyia,F,15,2,3,1.5
50374,Tiniya,F,50,2,3,1.5
50375,Tione,F,15,2,2,1
50376,Tionee,F,5,2,2,1
50377,Tiyanah,F,10,2,4,2
50378,Tnya,F,78,1,3,3
50379,Toniah,F,35,2,3,1.5
50380,Torionna,F,39,3,4,1.333333333
50381,Traniya,F,175,2,4,2
50382,Trenady,F,36,3,5,1.666666667
50383,Trenedy,F,13,3,5,1.666666667
50384,Treniti,F,38,3,4,1.333333333
50385,Trevona,F,5,3,4,1.333333333
50386,Trinady,F,160,3,5,1.666666667
50387,Trinatee,F,18,3,4,1.333333333
50388,Trinety,F,13,3,5,1.666666667
50389,Trinidi,F,68,3,4,1.333333333
50390,Trinitty,F,16,3,6,2
50391,Trust,F,76,1,4,4
50392,Trynitee,F,59,3,5,1.666666667
50393,Tsering,F,85,2,5,2.5
50394,Tyjanea,F,5,3,4,1.333333333
50395,Tykiria,F,11,3,4,1.333333333
50396,Tynaisha,F,20,3,5,1.666666667
50397,Tynajah,F,19,3,5,1.666666667
50398,Tyneice,F,5,3,4,1.333333333
50399,Tyniah,F,122,2,4,2
50400,Tynija,F,5,3,4,1.333333333
50401,Tyraya,F,5,2,4,2
50402,Tysheana,F,5,3,5,1.666666667
50403,Tyteona,F,11,3,4,1.333333333
50404,Ubah,F,67,2,2,1
50405,Ulyana,F,121,3,3,1
50406,Umaya,F,5,2,2,1
50407,Umayah,F,7,2,3,1.5
50408,Urijah,F,85,3,3,1
50409,Urja,F,37,2,2,1
50410,Varshini,F,184,3,5,1.666666667
50411,Veyda,F,248,2,3,1.5
50412,Viance,F,16,2,3,1.5
50413,Victorie,F,23,3,4,1.333333333
50414,Viktoriya,F,187,3,5,1.666666667
50415,Vishwa,F,16,2,4,2
50416,Vision,F,36,2,3,1.5
50417,Vitalina,F,49,4,4,1
50418,Vividiana,F,6,4,4,1
50419,Xareni,F,180,3,3,1
50420,Xaviana,F,40,3,3,1
50421,Xavianna,F,26,3,4,1.333333333
50422,Xcaret,F,92,2,4,2
50423,Xiadani,F,61,3,3,1
50424,Xing,F,7,1,3,3
50425,Xya,F,52,1,2,2
50426,Yackelin,F,36,3,5,1.666666667
50427,Yacqueline,F,18,4,5,1.25
50428,Yairis,F,34,2,3,1.5
50429,Yakelyn,F,30,3,5,1.666666667
50430,Yalixa,F,27,3,3,1
50431,Yamari,F,151,3,3,1
50432,Yamia,F,19,2,2,1
50433,Yamiah,F,20,2,3,1.5
50434,Yamiled,F,37,3,4,1.333333333
50435,Yamille,F,43,3,4,1.333333333
50436,Yamillet,F,35,3,5,1.666666667
50437,Yaneri,F,35,3,3,1
50438,Yaniece,F,18,3,3,1
50439,Yaquelyn,F,40,3,5,1.666666667
50440,Yariana,F,234,3,3,1
50441,Yarielis,F,293,3,4,1.333333333
50442,Yaritzi,F,305,3,4,1.333333333
50443,Yatzari,F,190,3,4,1.333333333
50444,Yatzary,F,71,3,5,1.666666667
50445,Yatziry,F,472,3,5,1.666666667
50446,Yazlin,F,311,2,4,2
50447,Yazlyn,F,229,2,5,2.5
50448,Yejin,F,42,2,3,1.5
50449,Yelixa,F,8,3,3,1
50450,Yeraldy,F,73,3,5,1.666666667
50451,Yeritza,F,6,3,4,1.333333333
50452,Yerlin,F,63,2,4,2
50453,Yessel,F,7,2,4,2
50454,Yisselle,F,17,3,5,1.666666667
50455,Ymari,F,17,3,3,1
50456,Yoali,F,148,2,2,1
50457,Yorleni,F,31,3,4,1.333333333
50458,Yorleny,F,59,3,5,1.666666667
50459,Ysa,F,27,2,2,1
50460,Yukta,F,42,2,3,1.5
50461,Yuleni,F,62,3,3,1
50462,Yulexi,F,6,3,3,1
50463,Yuneicy,F,5,3,4,1.333333333
50464,Yunique,F,102,3,3,1
50465,Zabryna,F,6,3,5,1.666666667
50466,Zaiden,F,44,2,3,1.5
50467,Zaila,F,447,2,2,1
50468,Zailey,F,728,2,3,1.5
50469,Zakara,F,87,3,3,1
50470,Zakoria,F,17,3,3,1
50471,Zalaya,F,239,2,3,1.5
50472,Zamanta,F,15,3,4,1.333333333
50473,Zamariah,F,237,3,4,1.333333333
50474,Zamiya,F,587,2,3,1.5
50475,Zamiyah,F,895,2,4,2
50476,Zanaii,F,5,2,2,1
50477,Zanaiya,F,101,2,3,1.5
50478,Zanayah,F,200,2,4,2
50479,Zanyah,F,464,2,4,2
50480,Zareia,F,14,2,2,1
50481,Zarelia,F,5,3,3,1
50482,Zareth,F,81,2,4,2
50483,Zarreah,F,5,2,4,2
50484,Zaryia,F,81,2,3,1.5
50485,Zayanna,F,147,2,4,2
50486,Zaydee,F,224,2,3,1.5
50487,Zayden,F,147,2,4,2
50488,Zaylee,F,2825,2,3,1.5
50489,Zaylen,F,40,2,4,2
50490,Zealand,F,20,2,4,2
50491,Zeltzin,F,34,2,5,2.5
50492,Zeniah,F,257,2,3,1.5
50493,Zhakira,F,6,3,4,1.333333333
50494,Zhara,F,194,2,3,1.5
50495,Zhariah,F,37,2,4,2
50496,Zikiria,F,5,3,3,1
50497,Zionah,F,136,2,3,1.5
50498,Ziyana,F,222,2,3,1.5
50499,Zorriah,F,10,2,4,2
50500,Zorya,F,5,2,3,1.5
50501,Zoye,F,65,1,2,2
50502,Zyaria,F,49,2,3,1.5
50503,Zykeriah,F,83,3,5,1.666666667
50504,Zykiera,F,11,3,4,1.333333333
50505,Zyla,F,990,2,3,1.5
50506,Zyniah,F,196,2,4,2
50507,Aaden,F,5,2,2,1
50508,Aajaylah,F,20,3,4,1.333333333
50509,Aakanksha,F,10,3,5,1.666666667
50510,Aalaya,F,147,2,2,1
50511,Aalaysia,F,138,3,3,1
50512,Aalyha,F,19,3,3,1
50513,Aamari,F,86,3,2,0.666666667
50514,Aamaya,F,10,2,2,1
50515,Aamirah,F,197,3,3,1
50516,Aamiyah,F,407,2,3,1.5
50517,Aanika,F,293,3,2,0.666666667
50518,Aaria,F,386,2,1,0.5
50519,Aariah,F,276,2,2,1
50520,Aaryan,F,6,2,3,1.5
50521,Abbygaile,F,47,4,5,1.25
50522,Abey,F,17,2,2,1
50523,Abia,F,98,2,1,0.5
50524,Abiageal,F,145,3,3,1
50525,Abigai,F,12,3,2,0.666666667
50526,Abigaille,F,27,4,4,1
50527,Abriah,F,35,2,3,1.5
50528,Abriela,F,51,3,3,1
50529,Adaisia,F,7,3,2,0.666666667
50530,Adalena,F,412,4,3,0.75
50531,Addelyn,F,1900,3,5,1.666666667
50532,Adhya,F,357,2,3,1.5
50533,Adileny,F,66,4,4,1
50534,Adilyn,F,1915,3,4,1.333333333
50535,Adisen,F,179,3,3,1
50536,Adlemi,F,21,3,3,1
50537,Adreauna,F,5,3,3,1
50538,Aedyn,F,73,2,3,1.5
50539,Aelyn,F,131,2,3,1.5
50540,Ahjahnae,F,5,3,4,1.333333333
50541,Ahliya,F,70,2,3,1.5
50542,Ahmarria,F,5,3,4,1.333333333
50543,Ahnesti,F,86,3,4,1.333333333
50544,Ahnyah,F,56,2,4,2
50545,Ahrianna,F,187,3,4,1.333333333
50546,Aily,F,147,2,2,1
50547,Airyn,F,114,2,3,1.5
50548,Aizlynn,F,201,2,5,2.5
50549,Ajala,F,22,3,2,0.666666667
50550,Ajalae,F,13,3,2,0.666666667
50551,Akaysia,F,5,3,3,1
50552,Akeyra,F,5,3,3,1
50553,Akria,F,5,2,2,1
50554,Akura,F,11,3,2,0.666666667
50555,Aladrian,F,5,3,4,1.333333333
50556,Alaijha,F,39,3,3,1
50557,Alajiah,F,86,3,3,1
50558,Alaysiah,F,89,3,4,1.333333333
50559,Alayssa,F,115,3,4,1.333333333
50560,Alayziah,F,103,3,4,1.333333333
50561,Alazea,F,15,3,2,0.666666667
50562,Albanie,F,20,3,3,1
50563,Alexz,F,14,2,3,1.5
50564,Aleyana,F,48,3,3,1
50565,Aleyse,F,11,3,3,1
50566,Alezia,F,6,3,2,0.666666667
50567,Alhana,F,25,3,3,1
50568,Alieyah,F,64,2,3,1.5
50569,Alinne,F,48,3,3,1
50570,Alishba,F,428,3,4,1.333333333
50571,Alista,F,5,3,3,1
50572,Aliviah,F,860,3,3,1
50573,Aliviya,F,143,3,3,1
50574,Alivya,F,269,3,3,1
50575,Aliye,F,16,2,2,1
50576,Alizey,F,127,3,3,1
50577,Alleana,F,12,3,3,1
50578,Allysin,F,43,3,5,1.666666667
50579,Alohilani,F,78,5,4,0.8
50580,Alonnah,F,248,3,4,1.333333333
50581,Alycee,F,5,3,3,1
50582,Alyha,F,80,3,3,1
50583,Alynah,F,205,3,4,1.333333333
50584,Alysta,F,10,3,4,1.333333333
50585,Alyvea,F,22,3,3,1
50586,Amaani,F,60,3,2,0.666666667
50587,Amahri,F,32,3,3,1
50588,Amanii,F,113,3,2,0.666666667
50589,Amarachukwu,F,91,5,6,1.2
50590,Amarea,F,118,3,2,0.666666667
50591,Amariyah,F,578,3,4,1.333333333
50592,Amarrie,F,34,3,3,1
50593,Amaziah,F,95,3,3,1
50594,Ameliah,F,530,3,3,1
50595,Ameyalli,F,54,3,4,1.333333333
50596,Amilleon,F,10,3,4,1.333333333
50597,Amilyah,F,231,3,4,1.333333333
50598,Amiria,F,176,3,2,0.666666667
50599,Amirrah,F,335,3,4,1.333333333
50600,Amoria,F,116,3,2,0.666666667
50601,Amour,F,351,2,2,1
50602,Amyla,F,320,3,3,1
50603,Amyria,F,203,3,3,1
50604,Amyya,F,5,2,3,1.5
50605,Anaejah,F,11,3,3,1
50606,Anaely,F,40,3,3,1
50607,Anaika,F,143,3,2,0.666666667
50608,Analiyah,F,879,3,4,1.333333333
50609,Analuiza,F,35,4,3,0.75
50610,Analyce,F,91,4,4,1
50611,Anamary,F,5,4,4,1
50612,Anandi,F,92,3,3,1
